,DST_TO_SRC_SECOND_BYTES,FLOW_DURATION_MICROSECONDS,FLOW_DURATION_MILLISECONDS,IN_BYTES,IN_PKTS,L4_SRC_PORT,OUT_BYTES,OUT_PKTS,PROTOCOL_MAP,SRC_TO_DST_SECOND_BYTES,TCP_FLAGS,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,TCP_WIN_MIN_IN,TCP_WIN_MIN_OUT,TCP_WIN_MSS_IN,TCP_WIN_MSS_OUT,TCP_WIN_SCALE_IN,TCP_WIN_SCALE_OUT,L7_PROTO_NAME,TOTAL_FLOWS_EXP,LABEL
16112,40,2993,2,44,1,56655,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11482943,FIN Scan
16113,40,822,0,44,1,58199,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11486632,FIN Scan
16114,40,850,0,44,1,56656,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11490113,FIN Scan
16115,40,867,0,44,1,58200,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11493877,FIN Scan
16116,40,1042,1,44,1,56657,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11497370,FIN Scan
16117,40,1185,1,44,1,58201,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11501129,FIN Scan
16118,40,938,0,44,1,56658,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11504622,FIN Scan
16119,40,934,0,44,1,58202,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11508316,FIN Scan
16120,40,1468,1,44,1,56659,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11511822,FIN Scan
16121,40,996,0,44,1,58203,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11515563,FIN Scan
16122,40,1030,1,44,1,56660,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11519019,FIN Scan
16123,40,1189,1,44,1,58204,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11522840,FIN Scan
16124,40,814,0,44,1,56661,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11526267,FIN Scan
16125,40,861,0,44,1,58205,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11529990,FIN Scan
16126,40,1028,1,44,1,56662,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11533446,FIN Scan
16127,40,1481,1,44,1,58206,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11537195,FIN Scan
16128,40,1044,1,44,1,56663,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11540666,FIN Scan
16129,40,1026,1,44,1,58207,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11544531,FIN Scan
16130,40,1055,1,44,1,56664,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11547966,FIN Scan
16131,40,2178,2,44,1,58208,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11551684,FIN Scan
16132,40,748,0,44,1,56665,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11555124,FIN Scan
16133,40,1415,1,44,1,58209,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11558833,FIN Scan
16134,40,2695,2,44,1,56666,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11562274,FIN Scan
16135,40,1007,1,44,1,58210,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11566140,FIN Scan
16136,40,1027,1,44,1,56667,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11569569,FIN Scan
16137,40,778,0,44,1,58211,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11573313,FIN Scan
16138,40,1738,1,44,1,56668,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11576786,FIN Scan
16139,40,1741,1,44,1,58212,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11580487,FIN Scan
16140,40,1086,1,44,1,56669,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11583964,FIN Scan
16141,40,1056,1,44,1,58213,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11587791,FIN Scan
16142,40,832,0,44,1,56670,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11591267,FIN Scan
16143,40,1201,1,44,1,58214,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11595002,FIN Scan
16144,40,3079,3,44,1,56671,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11598489,FIN Scan
16145,40,1023,1,44,1,58215,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11602205,FIN Scan
16146,40,1092,1,44,1,56672,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11605676,FIN Scan
16147,40,805,0,44,1,58216,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11609475,FIN Scan
16148,40,1023,1,44,1,56673,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11612947,FIN Scan
16149,40,1237,1,44,1,58217,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11616701,FIN Scan
16150,40,1097,1,44,1,56674,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11620174,FIN Scan
16151,40,1282,1,44,1,58218,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11623914,FIN Scan
16152,40,923,0,44,1,56675,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11627431,FIN Scan
16153,40,1193,1,44,1,58219,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11631154,FIN Scan
16154,40,848,0,44,1,56676,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11634665,FIN Scan
16155,40,946,0,44,1,58220,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11638393,FIN Scan
16156,40,914,0,44,1,56677,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11641890,FIN Scan
16157,40,1212,1,44,1,58221,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11645599,FIN Scan
16158,40,930,0,44,1,56678,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11649113,FIN Scan
16159,40,1012,1,44,1,58222,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11652820,FIN Scan
16160,40,1116,1,44,1,56679,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11656329,FIN Scan
16161,40,960,0,44,1,58223,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11660092,FIN Scan
16162,40,978,0,44,1,56680,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11663611,FIN Scan
16163,40,870,0,44,1,58224,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11667296,FIN Scan
16164,40,900,0,44,1,56681,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11670800,FIN Scan
16165,40,863,0,44,1,58225,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11674524,FIN Scan
16166,40,1147,1,44,1,56682,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11678036,FIN Scan
16167,40,1222,1,44,1,58226,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11681777,FIN Scan
16168,40,913,0,44,1,56683,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11685271,FIN Scan
16169,40,1207,1,44,1,58227,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11688991,FIN Scan
16170,40,1147,1,44,1,56684,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11692496,FIN Scan
16171,40,1101,1,44,1,58228,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11696222,FIN Scan
16172,40,1274,1,44,1,56685,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11699720,FIN Scan
16173,40,984,0,44,1,58229,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11703498,FIN Scan
16174,40,1008,1,44,1,56686,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11706967,FIN Scan
16175,40,1204,1,44,1,58230,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11710706,FIN Scan
16176,40,842,0,44,1,56687,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11714197,FIN Scan
16177,40,3345,3,44,1,58231,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11717959,FIN Scan
16178,40,1108,1,44,1,56688,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11721460,FIN Scan
16179,40,1166,1,44,1,58232,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11725230,FIN Scan
16180,40,823,0,44,1,56689,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11728684,FIN Scan
16181,40,1112,1,44,1,58233,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11732483,FIN Scan
16182,40,1067,1,44,1,56690,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11735987,FIN Scan
16183,40,997,0,44,1,58234,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11739745,FIN Scan
16184,40,1017,1,44,1,56691,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11743206,FIN Scan
16185,40,971,0,44,1,58235,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11746986,FIN Scan
16186,40,884,0,44,1,56692,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11750449,FIN Scan
16187,40,1029,1,44,1,58236,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11754208,FIN Scan
16188,40,837,0,44,1,56693,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11757675,FIN Scan
16189,40,1246,1,44,1,58237,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11761428,FIN Scan
16190,40,866,0,44,1,56694,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11764872,FIN Scan
16191,40,1062,1,44,1,58238,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11768676,FIN Scan
16192,40,1349,1,44,1,56695,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11772116,FIN Scan
16193,40,1134,1,44,1,58239,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11775910,FIN Scan
16194,40,995,0,44,1,56696,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11779379,FIN Scan
16195,40,850,0,44,1,58240,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11783143,FIN Scan
16196,40,844,0,44,1,56697,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11786599,FIN Scan
16197,40,1001,1,44,1,58241,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11790384,FIN Scan
16198,40,1094,1,44,1,56698,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11793797,FIN Scan
16199,40,2047,2,44,1,58242,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11797598,FIN Scan
16200,40,920,0,44,1,56699,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11801084,FIN Scan
16201,40,978,0,44,1,58243,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11804885,FIN Scan
16202,40,989,0,44,1,56700,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11808330,FIN Scan
16203,40,875,0,44,1,58244,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11812114,FIN Scan
16204,40,891,0,44,1,56701,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11815551,FIN Scan
16205,40,831,0,44,1,58245,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11819339,FIN Scan
16206,40,879,0,44,1,56702,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11822778,FIN Scan
16207,40,979,0,44,1,58246,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11826567,FIN Scan
16208,40,726,0,44,1,56703,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11829999,FIN Scan
16209,40,895,0,44,1,58247,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11833753,FIN Scan
16210,40,1258,1,44,1,56704,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11837184,FIN Scan
16211,40,854,0,44,1,58248,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11841025,FIN Scan
16212,40,957,0,44,1,56705,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11844465,FIN Scan
16213,40,1011,1,44,1,58249,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11848256,FIN Scan
16214,40,702,0,44,1,56706,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11851705,FIN Scan
16215,40,1770,1,44,1,58250,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11855492,FIN Scan
16216,40,1948,1,44,1,56707,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11858922,FIN Scan
16217,40,1185,1,44,1,58251,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11862777,FIN Scan
16218,40,1558,1,44,1,56708,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11866188,FIN Scan
16219,40,1016,1,44,1,58252,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11870002,FIN Scan
16220,40,1130,1,44,1,56709,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11873463,FIN Scan
16221,40,978,0,44,1,58253,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11877230,FIN Scan
16222,40,1326,1,44,1,56710,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11880683,FIN Scan
16223,40,993,0,44,1,58254,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11884501,FIN Scan
16224,40,967,0,44,1,56711,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11887941,FIN Scan
16225,40,1048,1,44,1,58255,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11891747,FIN Scan
16226,40,753,0,44,1,56712,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11895184,FIN Scan
16227,40,992,0,44,1,58256,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11898992,FIN Scan
16228,40,1283,1,44,1,56713,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11902446,FIN Scan
16229,40,1050,1,44,1,58257,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11906177,FIN Scan
16230,40,896,0,44,1,56714,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11909610,FIN Scan
16231,40,1459,1,44,1,58258,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11913457,FIN Scan
16232,40,865,0,44,1,56715,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11916903,FIN Scan
16233,40,972,0,44,1,58259,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11920718,FIN Scan
16234,40,1462,1,44,1,56716,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11924189,FIN Scan
16235,40,805,0,44,1,58260,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11927979,FIN Scan
16236,40,2032,2,44,1,56717,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11931465,FIN Scan
16237,40,739,0,44,1,58261,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11935260,FIN Scan
16238,40,1337,1,44,1,56718,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11938747,FIN Scan
16239,40,1204,1,44,1,58262,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11942609,FIN Scan
16240,40,1114,1,44,1,56719,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11946206,FIN Scan
16241,40,828,0,44,1,58263,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11950021,FIN Scan
16242,40,1012,1,44,1,56720,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11953583,FIN Scan
16243,40,1175,1,44,1,58264,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11957445,FIN Scan
16244,40,1027,1,44,1,56721,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11960989,FIN Scan
16245,40,1155,1,44,1,58265,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11964740,FIN Scan
16246,40,1164,1,44,1,56722,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11968231,FIN Scan
16247,40,1049,1,44,1,58266,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11971902,FIN Scan
16248,40,989,0,44,1,56723,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11975403,FIN Scan
16249,40,1380,1,44,1,58267,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11979229,FIN Scan
16250,40,1676,1,44,1,56724,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11982707,FIN Scan
16251,40,941,0,44,1,58268,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11986447,FIN Scan
16252,40,1276,1,44,1,56725,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11989952,FIN Scan
16253,40,1048,1,44,1,58269,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11993611,FIN Scan
16254,40,1307,1,44,1,56726,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,11997089,FIN Scan
16255,40,870,0,44,1,58270,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12000932,FIN Scan
16256,40,929,0,44,1,56727,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12004440,FIN Scan
16257,40,875,0,44,1,58271,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12008146,FIN Scan
16258,40,885,0,44,1,56728,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12011668,FIN Scan
16259,40,1042,1,44,1,58272,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12015316,FIN Scan
16260,40,1204,1,44,1,56729,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12018830,FIN Scan
16261,40,1090,1,44,1,58273,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12022681,FIN Scan
16262,40,1077,1,44,1,56730,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12026189,FIN Scan
16263,40,1154,1,44,1,58274,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12029901,FIN Scan
16264,40,1228,1,44,1,56731,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12033396,FIN Scan
16265,40,1203,1,44,1,58275,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12037074,FIN Scan
16266,40,2322,2,44,1,56732,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12040552,FIN Scan
16267,40,816,0,44,1,58276,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12044362,FIN Scan
16268,40,1125,1,44,1,56733,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12047871,FIN Scan
16269,40,1004,1,44,1,58277,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12051537,FIN Scan
16270,40,1224,1,44,1,56734,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12055053,FIN Scan
16271,40,1192,1,44,1,58278,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12058712,FIN Scan
16272,40,859,0,44,1,56735,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12062235,FIN Scan
16273,40,1245,1,44,1,58279,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12066023,FIN Scan
16274,40,1260,1,44,1,56736,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12069514,FIN Scan
16275,40,1533,1,44,1,58280,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12073240,FIN Scan
16276,40,859,0,44,1,56737,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12076739,FIN Scan
16277,40,980,0,44,1,58281,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12080401,FIN Scan
16278,40,1348,1,44,1,56738,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12083911,FIN Scan
16279,40,1412,1,44,1,58282,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12087638,FIN Scan
16280,40,1245,1,44,1,56739,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12091129,FIN Scan
16281,40,1139,1,44,1,58283,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12094875,FIN Scan
16282,40,1020,1,44,1,56740,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12098381,FIN Scan
16283,40,1018,1,44,1,58284,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12102022,FIN Scan
16284,40,1398,1,44,1,56741,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12105577,FIN Scan
16285,40,929,0,44,1,58285,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12109300,FIN Scan
16286,40,800,0,44,1,56742,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12112827,FIN Scan
16287,40,1053,1,44,1,58286,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12116568,FIN Scan
16288,40,717,0,44,1,56743,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12120080,FIN Scan
16289,40,963,0,44,1,58287,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12123765,FIN Scan
16290,40,915,0,44,1,56744,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12127273,FIN Scan
16291,40,1451,1,44,1,58288,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12131032,FIN Scan
16292,40,5834,5,44,1,56745,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12134588,FIN Scan
16293,40,1049,1,44,1,58289,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12138284,FIN Scan
16294,40,1127,1,44,1,56746,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12141803,FIN Scan
16295,40,1126,1,44,1,58290,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12145444,FIN Scan
16296,40,1156,1,44,1,56747,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12148991,FIN Scan
16297,40,993,0,44,1,58291,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12152722,FIN Scan
16298,40,1032,1,44,1,56748,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12156255,FIN Scan
16299,40,968,0,44,1,58292,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12159962,FIN Scan
16300,40,1296,1,44,1,56749,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12163497,FIN Scan
16301,40,906,0,44,1,58293,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12167156,FIN Scan
16302,40,891,0,44,1,56750,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12170661,FIN Scan
16303,40,954,0,44,1,58294,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12174399,FIN Scan
16304,40,934,0,44,1,56751,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12177924,FIN Scan
16305,40,3775,3,44,1,58295,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12181648,FIN Scan
16306,40,1091,1,44,1,56752,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12185182,FIN Scan
16307,40,1049,1,44,1,58296,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12188931,FIN Scan
16308,40,2428,2,44,1,56753,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12192425,FIN Scan
16309,40,1304,1,44,1,58297,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12196127,FIN Scan
16310,40,1125,1,44,1,56754,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12199635,FIN Scan
16311,40,3826,3,44,1,58298,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12203368,FIN Scan
16312,40,1171,1,44,1,56755,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12206882,FIN Scan
16313,40,2712,2,44,1,58299,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12210621,FIN Scan
16314,40,905,0,44,1,56756,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12214063,FIN Scan
16315,40,756,0,44,1,58300,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12217820,FIN Scan
16316,40,767,0,44,1,56757,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12221325,FIN Scan
16317,40,1462,1,44,1,58301,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12225053,FIN Scan
16318,40,1111,1,44,1,56758,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12228552,FIN Scan
16319,40,1162,1,44,1,58302,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12232281,FIN Scan
16320,40,877,0,44,1,56759,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12235785,FIN Scan
16321,40,1323,1,44,1,58303,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12239483,FIN Scan
16322,40,902,0,44,1,56760,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12242976,FIN Scan
16323,40,890,0,44,1,58304,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12246734,FIN Scan
16324,40,824,0,44,1,56761,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12250220,FIN Scan
16325,40,943,0,44,1,58305,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12253949,FIN Scan
16326,40,837,0,44,1,56762,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12257416,FIN Scan
16327,40,998,0,44,1,58306,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12261190,FIN Scan
16328,40,1012,1,44,1,56763,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12264668,FIN Scan
16329,40,1012,1,44,1,58307,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12268399,FIN Scan
16330,40,1009,1,44,1,56764,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12271863,FIN Scan
16331,40,840,0,44,1,58308,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12275652,FIN Scan
16332,40,1124,1,44,1,56765,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12279111,FIN Scan
16333,40,1036,1,44,1,58309,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12282916,FIN Scan
16334,40,786,0,44,1,56766,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12286354,FIN Scan
16335,40,867,0,44,1,58310,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12290142,FIN Scan
16336,40,886,0,44,1,56767,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12293611,FIN Scan
16337,40,1049,1,44,1,58311,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,TLS,12297427,FIN Scan
